title,company,location,work_type,level,compensation,link
AI Operations Automation Engineer,Northbeam,USA,Remote or Hybrid,Mid level,180K-220K Annually,https://builtin.com/job/ai-operations-automation-engineer/8281581
AI Product Engineer,Vellum,"New York City, NY, USA",In-Office,Mid level,,https://builtin.com/job/ai-product-engineer/8184079
"Software Engineer, AI/ML GenAI",Instrumentl,USA,Remote,Senior level,175K-220K Annually,https://builtin.com/job/software-engineer-ai-ml-genai/8167364
"Software Engineer, AI Product Engineer",Normal Computing,3 Locations,Remote or Hybrid,Senior level,150K-250K Annually,https://builtin.com/job/software-engineer-full-stack/6773139
"Software Engineer, AI Studio iOS Mobile - New York or Mountain View",Deepmind,2 Locations,In-Office,Senior level,197K-291K Annually,https://builtin.com/job/software-engineer-ai-studio-ios-mobile-new-york-or-mountain-view/7925718
Software Engineer — AI-Enabled Product Autonomy,PostHog,USA,Remote,Junior,,https://builtin.com/job/software-engineer-ai-enabled-product-autonomy/8277537
"Solutions Engineer, AI Native",Metronome,8 Locations,In-Office or Remote,Mid level,150K-210K Annually,https://builtin.com/job/solutions-engineer-ai-native/8030834
AI Research Engineer (Fully Remote; US Based),Genomenon,USA,Remote,Mid level,,https://builtin.com/job/ai-research-engineer-fully-remote-us-based/8276650
Software Engineer - AI/ML,Artian AI,"New York, NY, USA",In-Office,Mid level,90K-120K Annually,https://builtin.com/job/software-engineer-ai-ml/7240422
AI Success Engineer - US Remote,OpenAI,United States,Remote,Senior level,162K-230K Annually,https://builtin.com/job/ai-success-engineer-us-remote/8270037
Sr. Machine Learning Engineer (ML/AI),Lyra Health,3 Locations,In-Office or Remote,Senior level,143K-197K Annually,https://builtin.com/job/sr-machine-learning-engineer-ml-ai/7429057
AI Deployment Engineer- Codex,OpenAI,United States,Remote,Senior level,158K-222K Annually,https://builtin.com/job/ai-deployment-engineer-codex/8271778
AI Product Engineer,Crux (cruxclimate.com,US,Remote,Mid level,140K-200K Annually,https://builtin.com/job/ai-product-engineer/6929029
"Founding Engineer at Venture-Backed, AI-Native Law Firm",Forum Ventures,US,Remote,Expert/Leader,140K-160K Annually,https://builtin.com/job/founding-engineer-venture-backed-ai-native-law-firm/7847025
"Lead Software Engineer, AI Applications",Solv.,United States,Remote,Senior level,190K-230K Annually,https://builtin.com/job/lead-software-engineer-ai-applications/7618776
AI Application Engineer,SumerSports,United States,Remote,Senior level,,https://builtin.com/job/ai-application-engineer/7850039
"Senior Context Engineer, AI Systems",MagicSchool AI,USA,Remote,Senior level,160K-190K Annually,https://builtin.com/job/senior-context-engineer-ai-systems/7615796
Senior Site Reliability Engineer — AI Studio (Inference Platform),Nebius,33 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-site-reliability-engineer-ai-studio-inference-platform/6362093
Sr. AI Sales Engineer - Cybersecurity,7AI,USA,Remote,Senior level,,https://builtin.com/job/sr-sales-engineer-cybersecurity/6319871
Gen AI Data Engineer,Tiger Analytics,United States,Remote,Expert/Leader,,https://builtin.com/job/gen-ai-data-engineer/7357448
AI Software Engineer,HelpFlow,5 Locations,Remote,Mid level,,https://builtin.com/job/ai-software-engineer/7360718
AI Software Engineer - Remote,Azumo (azumo.com),5 Locations,Remote,Mid level,,https://builtin.com/job/ai-software-engineer-generative-ai-remote/7354918
Founding AI/Data Engineer (Remote),Glass Health,USA,Remote,Senior level,120K-210K Annually,https://builtin.com/job/founding-aidata-engineer-remote/3564658
AI/ML Engineer,"Burq, Inc.",United States,Remote,Mid level,,https://builtin.com/job/ai-ml-engineer/7362831
AI Deployment Engineer,OpenAI,United States,Remote,Senior level,158K-222K Annually,https://builtin.com/job/ai-deployment-engineer/8268599
AI/ML Engineer Intern - Summer 2026,Beli,"New York, NY, USA",In-Office,Internship,,https://builtin.com/job/ai-ml-engineer-intern-summer-2026/7634925
"Senior Staff AI Application Engineer, Enterprise AI",GE Healthcare,USA,Remote,Senior level,139K-209K Annually,https://builtin.com/job/senior-staff-ai-application-engineer-enterprise-ai/8266926
"Software Engineer, Applied AI",Norm Ai,"New York City, NY, USA",In-Office,Mid level,200K-275K Annually,https://builtin.com/job/applied-ai-engineer/7045404
AI/ML Engineer (Senior),Candid Health,3 Locations,In-Office,Senior level,195K-255K Annually,https://builtin.com/job/ai-ml-software-engineer-senior/8020704
Lead AI/ML Engineer,Junior,"New York City, NY, USA",In-Office,Senior level,,https://builtin.com/job/lead-ai-ml-engineer/7780047
AI/ML Engineer,sciemo,4 Locations,In-Office,Entry level,150K-300K Annually,https://builtin.com/job/ai-ml-engineer/7780697
AI/Machine Learning Engineer,Trovo Health,"New York, NY, USA",In-Office,Mid level,150K-200K Annually,https://builtin.com/job/ai-machine-learning-engineer/7047097
"Senior Software Engineer, AI/LLM",Bubble,"New York, NY, USA",Hybrid,Senior level,100K-261K Annually,https://builtin.com/job/senior-software-engineer-ai-llm/7775134
Staff Software Engineer-AI Agents,Hatch,3 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/staff-software-engineer-ai-agents/7278640
Senior Software Engineer-AI Agents,Hatch,3 Locations,In-Office or Remote,Senior level,,https://builtin.com/job/senior-software-engineer-ai-agents/7281959
"Software Engineer, Objective-C - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-objective-c-ai-training-freelance-remote/6532358
"Software Engineer, HCL - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-hcl-ai-training-freelance-remote/6532365
"Software Engineer, MudOS LPC - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-mudos-lpc-ai-training-freelance-remote/6532355
"Software Engineer, YAML - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-yaml-ai-training-freelance-remote/6532362
"Software Engineer, JSON - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://builtin.com/job/software-engineer-json-ai-training-freelance-remote/6532360
"Software Engineer, Terraform - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://builtin.com/job/software-engineer-terraform-ai-training-freelance-remote/6532375
"Software Engineer, CMake - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-cmake-ai-training-freelance-remote/6532353
"Software Engineer, Node.js - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://builtin.com/job/software-engineer-node-js-ai-training-freelance-remote/6532361
"Software Engineer, PowerShell - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-powershell-ai-training-freelance-remote/6532371
"Software Engineer - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Entry level,15-150 Annually,https://builtin.com/job/software-engineer-ai-training-freelance-remote/6194981
Sr. AI Platform Engineer,LendingTree,USA,Remote,Senior level,120K-165K Annually,https://builtin.com/job/sr-ai-platform-engineer/8255293
AI Principal Engineer,Improvado,8 Locations,Remote,Senior level,,https://builtin.com/job/ai-principal-engineer/8255200
Senior Full Stack Engineer - AI/ML Productization,PlanHub,2 Locations,Remote,Senior level,,https://builtin.com/job/senior-full-stack-engineer-ai-ml-productization/8252823
Senior Backend Engineer (AI/Data Platform),Jahnel Group,"Brooklyn, New York, NY, USA",In-Office,Senior level,,https://builtin.com/job/senior-backend-engineer-ai-data-platform/6741169
"Platform Engineer, Unstructured AI",Collibra,"New York, NY, USA",Hybrid,Mid level,140K-175K Annually,https://builtin.com/job/platform-engineer-unstructured-ai/8004849
"Staff Machine Learning Engineer, AI Generation Engine",SandboxAQ,United States,Remote,Senior level,174K-286K Annually,https://builtin.com/job/staff-machine-learning-engineer-ai-generation-engine/8249749
"Full Stack Software Engineer, AI",SandboxAQ,3 Locations,Remote,Mid level,113K-186K Annually,https://builtin.com/job/full-stack-software-engineer-ai/8249765
Staff Software Engineer (AI/ML Platform),Humata Health,US,Remote,Senior level,,https://builtin.com/job/staff-software-engineer-ai-ml-platform/7583841
Software QA Engineer - AI,P-1 AI,United States,Remote,Mid level,200K-250K Annually,https://builtin.com/job/software-qa-engineer-ai/8243634
AI Product Engineer,P-1 AI,United States,Remote,Senior level,200K-265K Annually,https://builtin.com/job/senior-software-engineer-ai/8243631
"Machine Learning Engineer, Applied AI",Ideogram,2 Locations,In-Office or Remote,Mid level,,https://builtin.com/job/applied-machine-learning-engineer/7482448
Ontology Engineer - Applied AI & Data Platforms,Applico Capital,3 Locations,In-Office,Senior level,,https://builtin.com/job/ontology-engineer-applied-ai-data-platforms/7983911
Applied AI / Machine Learning Engineer,Applico Capital,2 Locations,In-Office,Senior level,,https://builtin.com/job/applied-ai-machine-learning-engineer/7983915
"Senior Frontend Engineer, AI Observability & Evals Platform",LangChain,3 Locations,In-Office,Senior level,155K-195K Annually,https://builtin.com/job/senior-frontend-engineer-observability-evals-platform-langsmith/7033273
"Senior Full Stack Engineer,  AI Observability & Evals Platform",LangChain,3 Locations,In-Office,Senior level,165K-198K Annually,https://builtin.com/job/senior-full-stack-engineer-observability-evals-platform-langsmith/7033274
"Senior Software Engineer, Data & AI",Vendelux,"New York, NY, USA",Hybrid,Senior level,175K-225K Annually,https://builtin.com/job/senior-ai-engineer/7027323
"Senior Machine Learning Engineer, AI Product and Platform",BetterUp,5 Locations,In-Office,Mid level,160K-253K Annually,https://builtin.com/job/machine-learning-engineer-ai-product-and-platform/7023556
"Senior Software Engineer, AI Model Serving - Taipei, Taiwan",Speechify,USA,Remote,Senior level,,https://builtin.com/job/senior-software-engineer-ai-model-serving-taipei-taiwan/7836450
FlowFuse Full Stack Developer (AI-focused),FlowFuse,United States,Remote,Mid level,,https://builtin.com/job/flowfuse-full-stack-developer-ai-focused/8067206
"Senior Staff Engineer, AI Agents",Five9,United States,Remote,Senior level,114K-317K Annually,https://builtin.com/job/senior-staff-engineer-ai-agents/8063375
"Machine Learning Engineer, Zillow Shopping AI",Zillow,USA,Remote,Mid level,138K-233K Annually,https://builtin.com/job/machine-learning-engineer-zillow-shopping-ai/7862162
"Principal Engineer, Generative & Agentic AI",Zip Co,United States,Remote,Expert/Leader,215K-270K Annually,https://builtin.com/job/principal-engineer-generative-agentic-ai/8057345
"Software Engineer, Handlebars - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-handlebars-ai-training-freelance-remote/6530562
"Software Engineer, GDScript - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-gdscript-ai-training-freelance-remote/6521267
"Software Engineer, MATLAB - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-matlab-ai-training-freelance-remote/6530599
"Software Engineer, HTML - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://builtin.com/job/software-engineer-html-ai-training-freelance-remote/6530598
"Software Engineer, Bash - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-bash-ai-training-freelance-remote/6530568
"Software Engineer, LPC - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://builtin.com/job/software-engineer-lpc-ai-training-freelance-remote/6530596
"Software Engineer, Zig - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-zig-ai-training-freelance-remote/6530606
"Software Engineer, Svelte - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-svelte-ai-training-freelance-remote/6530592
"Software Engineer, Shell - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-shell-ai-training-freelance-remote/6530576
"Software Engineer, Lua - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Mid level,15-150 Annually,https://builtin.com/job/software-engineer-lua-ai-training-freelance-remote/6530584
"Software Engineer, Dart - AI Training (Freelance, Remote)",Alignerr,USA,Remote,Junior,15-150 Annually,https://builtin.com/job/software-engineer-dart-ai-training-freelance-remote/6530585
Principal AI & Data Platforms Engineer,Guild,United States,Remote,Expert/Leader,181K-250K Annually,https://builtin.com/job/principal-ai-data-platforms-engineer/6683796
Senior AI/Data Engineer,WorkWave,US,Remote,Senior level,160K-180K Annually,https://builtin.com/job/senior-ai-data-engineer/8061372
Senior / Staff AI Software Engineer,Aegis Ventures,U.S.,Remote,Senior level,185K-280K Annually,https://builtin.com/job/senior-staff-ai-software-engineer/6897423
"Staff Full-Stack Engineer, Applied AI",hims & hers,US,Remote,Senior level,200K-240K Annually,https://builtin.com/job/staff-full-stack-engineer-applied-ai/8053880
Staff AI Software Engineer,Conversica,United States,Remote,Expert/Leader,8-8 Annually,https://builtin.com/job/staff-ai-software-engineer/8235395
Machine Learning Engineer (LLMs / AI),ghSMART,United States,Remote,Senior level,160K-175K Annually,https://builtin.com/job/machine-learning-engineer-llms-rag/8233255
Staff Software Engineer - Big Data (Gen AI),Extreme Networks,United States,Remote,Senior level,50K-130K Annually,https://builtin.com/job/staff-software-engineer-big-data-gen-ai/7316269
"Backend / Platform Engineer, AI Analytic Engines",ThirdLaw AI,USA,Remote,Senior level,,https://builtin.com/job/backend-platform-engineer-ai-analytic-engines/7105962
Research Engineer - Decentralized AI Systems,Yotta Labs,5 Locations,Remote,Mid level,,https://builtin.com/job/research-engineer-decentralized-ai-systems/7107271
Lead AI/ML Engineer,Capital Technology Group,USA,Remote,Expert/Leader,155K-185K Annually,https://builtin.com/job/lead-ai-ml-engineer/8230284
Clojure/ClojureScript Engineer - Fashion AI Automation,Stylitics,USA,Remote,Senior level,135K-155K Annually,https://builtin.com/job/clojure-clojurescript-engineer-fashion-ai-automation/7571845
AI Prompt Engineer (ComfyUI),Zeely – AI Admaker,USA,Remote,Junior,,https://builtin.com/job/ai-prompt-engineer/7568516
"Staff Machine Learning Engineer, Gen AI",Weave,US,Remote,Senior level,,https://builtin.com/job/staff-machine-learning-engineer-gen-ai/7808536
